mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tempo,zero_crossing_rate
-119.88351440429688,78.19546508789062,-5.0792927742004395,16.115835189819336,8.802311897277832,8.788719177246094,5.017749309539795,8.297569274902344,2.0372812747955322,5.438093185424805,4.140250205993652,1.8803545236587524,0.2608920931816101,0.46657323837280273,0.3208705186843872,0.3597886264324188,0.3128449618816376,0.43943649530410767,0.3730698227882385,0.38357284665107727,0.547737717628479,0.42610204219818115,0.44203290343284607,0.3620527982711792,0.4007788896560669,2379.8095626984623,2533.9355417957313,22.005263590207477,5261.087264742494,129.19921875,0.09181421546769719
-165.49136352539062,89.88720703125,9.622631072998047,28.824188232421875,9.862347602844238,0.7152329087257385,7.598888874053955,1.015978217124939,5.371005058288574,-0.7414126396179199,-5.173064231872559,2.2030117511749268,-3.797677993774414,0.3472318649291992,0.2543976306915283,0.3651343286037445,0.28139880299568176,0.2672557830810547,0.47859302163124084,0.2781108021736145,0.3056482970714569,0.24718794226646423,0.3791816234588623,0.5293899774551392,0.30962544679641724,2328.9191127261242,2609.6013478183063,23.821849396318466,5068.501472677139,99.38401442307692,0.09229481742981284
-263.3058166503906,86.07414245605469,11.54847240447998,23.479251861572266,3.6354918479919434,5.0458784103393555,4.839181900024414,0.582273542881012,7.817739486694336,0.3763332962989807,-1.237121820449829,3.210988998413086,-1.3369581699371338,0.27007272839546204,0.37997230887413025,0.4874969720840454,0.3028068244457245,0.4079155921936035,0.2575932741165161,0.3879034221172333,0.28216221928596497,0.331482470035553,0.49141374230384827,0.3228314220905304,0.371969610452652,2561.5129588817395,2673.636869367547,23.458048074991456,5472.573940622392,117.45383522727273,0.1192421065831779
-49.18147277832031,69.62535858154297,-11.549077033996582,13.836098670959473,3.9224448204040527,7.283914089202881,5.275508403778076,4.021071434020996,3.1521217823028564,5.375659465789795,-3.303971529006958,6.307606220245361,-1.0688670873641968,0.4107372462749481,0.39604803919792175,0.5194634199142456,0.3430206775665283,0.3740990161895752,0.3222876489162445,0.3817243278026581,0.4917067885398865,0.3890218138694763,0.4520599842071533,0.4094183146953583,0.4718776345252991,2618.02868546187,2511.308061673036,20.885303220196732,5376.408293695189,161.4990234375,0.12653542279853436
-135.90724182128906,101.79456329345703,25.623069763183594,23.123830795288086,8.992074012756348,4.891822338104248,9.471532821655273,-0.6718939542770386,0.7365293502807617,10.573339462280273,-5.120190620422363,4.518001079559326,-7.139327049255371,0.26875558495521545,0.28324881196022034,0.19760528206825256,0.26048269867897034,0.3762032687664032,0.32082703709602356,0.5252715945243835,0.3166247606277466,0.3850962221622467,0.27260148525238037,0.25303879380226135,0.36330533027648926,2107.592914432885,2431.5771653982083,23.65967808023623,4736.722382523213,103.359375,0.08260319434119726
-124.01441955566406,103.057861328125,-1.5796629190444946,8.64914321899414,-8.500657081604004,-6.627196788787842,-20.605783462524414,-9.192367553710938,-21.91651725769043,-8.03980827331543,-9.216913223266602,-8.806885719299316,-12.359496116638184,0.2793619930744171,0.21666428446769714,0.1570650041103363,0.296233594417572,0.19054293632507324,0.3100895583629608,0.15038079023361206,0.2628173232078552,0.3006857633590698,0.16717824339866638,0.27442100644111633,0.1703035533428192,1946.668091877387,2203.03751463361,26.12893540547959,4069.927490087163,123.046875,0.08178233549939702
-137.62106323242188,84.09210968017578,-8.89151668548584,28.446002960205078,3.1403093338012695,9.002275466918945,5.2523651123046875,12.67036247253418,3.979600191116333,8.366395950317383,-2.543363332748413,4.7309041023254395,-0.5551575422286987,0.446563720703125,0.3650534152984619,0.44631627202033997,0.3538508713245392,0.34789055585861206,0.47808510065078735,0.3750288486480713,0.43187639117240906,0.396250456571579,0.48141467571258545,0.600927472114563,0.4267798364162445,2362.140776431411,2440.9043774282522,21.228488993341102,4973.706412757609,89.10290948275862,0.09925391669722199
-195.4912109375,130.85293579101562,19.904680252075195,22.960193634033203,7.628927707672119,0.06707939505577087,7.393570899963379,-0.22184717655181885,-2.6340482234954834,1.1285345554351807,-2.1847522258758545,4.606937885284424,-2.6363401412963867,0.3322446942329407,0.5246917605400085,0.4343931972980499,0.3356088697910309,0.35736390948295593,0.32005518674850464,0.37504056096076965,0.26719212532043457,0.3765385150909424,0.3408133089542389,0.2759922742843628,0.4031659960746765,1446.0829759211854,1916.7694629469215,23.55077818957073,2843.806540851433,92.28515625,0.052020130091148496
-38.100955963134766,70.22224426269531,-2.8806700706481934,17.44852638244629,1.1177618503570557,12.198991775512695,-0.5310459733009338,6.0389862060546875,0.5564144849777222,6.931718349456787,-0.638465940952301,3.960026264190674,-1.4052609205245972,0.43602263927459717,0.36864322423934937,0.3768608868122101,0.4494084119796753,0.4128512144088745,0.4767284095287323,0.40343353152275085,0.4675583243370056,0.4211817979812622,0.36076006293296814,0.46722427010536194,0.3922543227672577,2729.146159895998,2631.424066904611,22.012557045501474,5741.808756843942,107.666015625,0.1268649241963371
-107.87510681152344,83.76384735107422,-4.584986686706543,15.001757621765137,-4.840186595916748,-4.3456902503967285,-0.9657968282699585,-4.73546838760376,-2.551290273666382,-1.484671950340271,-10.806275367736816,-0.6633976697921753,-8.151854515075684,0.3161866366863251,0.2236546128988266,0.33289599418640137,0.21509386599063873,0.28621628880500793,0.39216241240501404,0.21015097200870514,0.22645539045333862,0.2155713587999344,0.40729305148124695,0.3987886905670166,0.2354249358177185,2354.4844016588786,2448.3465373234726,24.313879232148874,4916.218943160578,117.45383522727273,0.10119877401954355
